Rank,English Title,Japanese Title,Link
929,Saiunkoku Monogatari,彩雲国物語,https://myanimelist.net/manga/1490/Saiunkoku_Monogatari
930,Rasetsu no Hana,らせつの花,https://myanimelist.net/manga/3636/Rasetsu_no_Hana
931,Top Secret,秘密 －トップ・シークレット－,https://myanimelist.net/manga/4018/Top_Secret
932,Hime-chan no Ribbon,姫ちゃんのリボン,https://myanimelist.net/manga/4998/Hime-chan_no_Ribbon
933,Kimi ni shika Kikoenai,きみにしか聞こえない,https://myanimelist.net/manga/11438/Kimi_ni_shika_Kikoenai
934,Yamada to Kase-san.,山田と加瀬さん。,https://myanimelist.net/manga/143990/Yamada_to_Kase-san
935,Summer Ghost,サマーゴースト,https://myanimelist.net/manga/144804/Summer_Ghost
936,Seihantai na Kimi to Boku,正反対な君と僕,https://myanimelist.net/manga/147091/Seihantai_na_Kimi_to_Boku
937,Shujinkou Nikki,主人恋〈こう〉日記,https://myanimelist.net/manga/149674/Shujinkou_Nikki
938,Futarijime Romantic,ふたりじめロマンチック,https://myanimelist.net/manga/155312/Futarijime_Romantic
939,"Nagahama to Be, or Not to Be","長浜To Be, or Not To Be",https://myanimelist.net/manga/159245/Nagahama_to_Be_or_Not_to_Be
940,Shin Mazinger Zero vs Ankoku Daishougun,真マジンガーZERO vs 暗黒大将軍,https://myanimelist.net/manga/57897/Shin_Mazinger_Zero_vs_Ankoku_Daishougun
941,Setoutsumi,セトウツミ,https://myanimelist.net/manga/72439/Setoutsumi
942,Sword Art Online: Mother's Rosario,ソードアート・オンライン マザーズ・ロザリオ,https://myanimelist.net/manga/75101/Sword_Art_Online__Mothers_Rosario
943,Akame ga Kill!,アカメが斬る!,https://myanimelist.net/manga/25132/Akame_ga_Kill
944,World Trigger,ワールドトリガー,https://myanimelist.net/manga/48151/World_Trigger
945,Murasakiiro no Qualia,紫色のクオリア,https://myanimelist.net/manga/51493/Murasakiiro_no_Qualia
946,Lucky Dog 1 Blast,ラッキードッグ1 BLAST,https://myanimelist.net/manga/28833/Lucky_Dog_1_Blast
947,Omairi desu yo,お参りですよ,https://myanimelist.net/manga/44171/Omairi_desu_yo
948,Saihate no Paladin,最果てのパラディン,https://myanimelist.net/manga/109339/Saihate_no_Paladin
949,Koisuru (Otome) no Tsukurikata,恋する（おとめ）の作り方,https://myanimelist.net/manga/125746/Koisuru_Otome_no_Tsukurikata
950,Tsue to Tsurugi no Wistoria,杖と剣のウィストリア,https://myanimelist.net/manga/131924/Tsue_to_Tsurugi_no_Wistoria
951,Ookami no Kawa wo Kabutta Hitsuji Hime,狼の皮をかぶった羊姫,https://myanimelist.net/manga/132727/Ookami_no_Kawa_wo_Kabutta_Hitsuji_Hime
952,Akebi-chan no Sailor-fuku,明日ちゃんのセーラー服,https://myanimelist.net/manga/101851/Akebi-chan_no_Sailor-fuku
953,"Mairimashita, Senpai",まいりました、先輩,https://myanimelist.net/manga/103562/Mairimashita_Senpai
954,Smells Like Green Spirit,スメルズライクグリーンスピリット,https://myanimelist.net/manga/64047/Smells_Like_Green_Spirit
955,ES: Eternal Sabbath,エス -Eternal Sabbath-,https://myanimelist.net/manga/344/ES__Eternal_Sabbath
956,Hoshi no Koe,ほしのこえ,https://myanimelist.net/manga/366/Hoshi_no_Koe
957,Yumekui Kenbun,夢喰見聞,https://myanimelist.net/manga/1893/Yumekui_Kenbun
958,W-Juliet II,WジュリエットII,https://myanimelist.net/manga/2906/W-Juliet_II
959,Q.E.D.: Shoumei Shuuryou,Q.E.D. 証明終了,https://myanimelist.net/manga/3153/QED__Shoumei_Shuuryou
960,Jinjuu Houretsuden,仁獣芳烈伝,https://myanimelist.net/manga/8641/Jinjuu_Houretsuden
961,Hanatsukihime,花月姫,https://myanimelist.net/manga/8840/Hanatsukihime
962,Suki tte Ii na yo.,好きっていいなよ。,https://myanimelist.net/manga/11767/Suki_tte_Ii_na_yo
963,Doubutsu no Kuni,どうぶつの国,https://myanimelist.net/manga/16668/Doubutsu_no_Kuni
964,"Tensei shite High Elf ni Narimashita ga, Slow Life wa 120-nen de Akimashita",転生してハイエルフになりましたが、スローライフは120年で飽きました,https://myanimelist.net/manga/141278/Tensei_shite_High_Elf_ni_Narimashita_ga_Slow_Life_wa_120-nen_de_Akimashita
965,Senpai wa Otokonoko,先輩はおとこのこ,https://myanimelist.net/manga/137982/Senpai_wa_Otokonoko
966,Ano Ko no Kodomo,あの子の子ども,https://myanimelist.net/manga/140333/Ano_Ko_no_Kodomo
967,Raise wa Tanin ga Ii,来世は他人がいい,https://myanimelist.net/manga/109229/Raise_wa_Tanin_ga_Ii
968,Majo no Tabitabi,魔女の旅々,https://myanimelist.net/manga/116831/Majo_no_Tabitabi
969,7 Seeds Gaiden,7SEEDS外伝,https://myanimelist.net/manga/121026/7_Seeds_Gaiden
970,IDOLiSH7: Re:member,アイドリッシュセブン Re:member,https://myanimelist.net/manga/125857/IDOLiSH7__Re_member
971,Trinity Blood,トリニティ・ブラッド,https://myanimelist.net/manga/556/Trinity_Blood
972,Kodomo no Jikan,こどものじかん,https://myanimelist.net/manga/582/Kodomo_no_Jikan
973,Kiniro no Corda,金色のコルダ,https://myanimelist.net/manga/1051/Kiniro_no_Corda
974,Katsu!,KATSU!,https://myanimelist.net/manga/1185/Katsu
975,Magic Kaito,まじっく快斗,https://myanimelist.net/manga/1804/Magic_Kaito
976,Umineko no Naku Koro ni - Episode 1: Legend of the Golden Witch,うみねこのなく頃に - Episode 1: Legend of the Golden Witch,https://myanimelist.net/manga/3749/Umineko_no_Naku_Koro_ni_-_Episode_1__Legend_of_the_Golden_Witch
977,Kiss/Hug,キス/はぐ,https://myanimelist.net/manga/5394/Kiss_Hug
978,Ikigami,イキガミ,https://myanimelist.net/manga/8446/Ikigami
979,Shin Getter Robo,真ゲッターロボ,https://myanimelist.net/manga/8571/Shin_Getter_Robo
980,Drifters,ドリフターズ,https://myanimelist.net/manga/13801/Drifters
981,Toaru Kagaku no Railgun Gaiden: Astral Buddy,とある科学の超電磁砲外伝 アストラル・バディ,https://myanimelist.net/manga/105912/Toaru_Kagaku_no_Railgun_Gaiden__Astral_Buddy
982,Shiro Seijo to Kuro Bokushi,白聖女と黒牧師,https://myanimelist.net/manga/106615/Shiro_Seijo_to_Kuro_Bokushi
983,Mahouka Koukou no Rettousei: Kyuukousen-hen,魔法科高校の劣等生 九校戦編,https://myanimelist.net/manga/60973/Mahouka_Koukou_no_Rettousei__Kyuukousen-hen
984,Sankaku Mado no Sotogawa wa Yoru,さんかく窓の外側は夜,https://myanimelist.net/manga/68025/Sankaku_Mado_no_Sotogawa_wa_Yoru
985,Dame na Watashi ni Koishite Kudasai,ダメな私に恋してください,https://myanimelist.net/manga/55403/Dame_na_Watashi_ni_Koishite_Kudasai
986,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,ダンジョンに出会いを求めるのは間違っているだろうか外伝 ソード・オラトリア,https://myanimelist.net/manga/71253/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_Gaiden__Sword_Oratoria
987,Urara Meirochou,うらら迷路帖,https://myanimelist.net/manga/86327/Urara_Meirochou
988,Dorabase: Doraemon Super Baseball Gaiden,ドラベース ドラえもん超野球〈スーパーベースボール〉外伝,https://myanimelist.net/manga/22520/Dorabase__Doraemon_Super_Baseball_Gaiden
989,Aoki Hagane no Arpeggio,蒼き鋼のアルペジオ,https://myanimelist.net/manga/25861/Aoki_Hagane_no_Arpeggio
990,Junketsu Drop,純潔ドロップ,https://myanimelist.net/manga/37641/Junketsu_Drop
991,Mondaiji-tachi ga Isekai kara Kuru Sou desu yo? Z,問題児たちが異世界から来るそうですよ?乙,https://myanimelist.net/manga/49333/Mondaiji-tachi_ga_Isekai_kara_Kuru_Sou_desu_yo_Z
992,Daraku Kazokuron,堕落家族論,https://myanimelist.net/manga/159454/Daraku_Kazokuron
993,Chameleon wa Tenohira ni Koi wo Suru.,カメレオンはてのひらに恋をする。,https://myanimelist.net/manga/163025/Chameleon_wa_Tenohira_ni_Koi_wo_Suru
994,Tsuki ga Michibiku Isekai Douchuu,月が導く異世界道中,https://myanimelist.net/manga/90117/Tsuki_ga_Michibiku_Isekai_Douchuu
995,Mahou Shoujo MadokaâMagica: Majuu-hen,魔法少女まどか★マギカ [魔獣編],https://myanimelist.net/manga/90309/Mahou_Shoujo_MadokaâMagica__Majuu-hen
996,"Kumo desu ga, Nani ka?",蜘蛛ですが、なにか？,https://myanimelist.net/manga/95353/Kumo_desu_ga_Nani_ka
997,Touhou Sangetsusei: Visionary Fairies in Shrine.,東方三月精 Visionary Fairies in Shrine.,https://myanimelist.net/manga/96369/Touhou_Sangetsusei__Visionary_Fairies_in_Shrine
998,Watashi no Shounen,私の少年,https://myanimelist.net/manga/102980/Watashi_no_Shounen
999,Kimi no Na wa. Another Side: Earthbound,君の名は。 Another Side：Earthbound,https://myanimelist.net/manga/108023/Kimi_no_Na_wa_Another_Side__Earthbound
1000,"No, Youna.",の、ような。,https://myanimelist.net/manga/120946/No_Youna
1001,Iken Senki VÃ¶lundio,異剣戦記ヴェルンディオ,https://myanimelist.net/manga/130357/Iken_Senki_VÃ¶lundio
1002,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Dai 4-bu - Kizokuin no Toshokan wo Sukuitai!,本好きの下剋上～司書になるためには手段を選んでいられません～第四部 貴族院の図書館を救いたい!,https://myanimelist.net/manga/134812/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen_Dai_4-bu_-_Kizokuin_no_Toshokan_wo_Sukuitai
1003,Kamikaze Kaitou Jeanne,神風怪盗ジャンヌ,https://myanimelist.net/manga/36/Kamikaze_Kaitou_Jeanne
1004,Black Cat,BLACK CAT,https://myanimelist.net/manga/40/Black_Cat
1005,Air Gear,エア・ギア,https://myanimelist.net/manga/74/Air_Gear
1006,Chobits,ちょびっツ,https://myanimelist.net/manga/107/Chobits
1007,Kindan no Koi de Ikou,禁断の恋でいこう,https://myanimelist.net/manga/188/Kindan_no_Koi_de_Ikou
1008,Hybrid Child,Hybrid Child,https://myanimelist.net/manga/257/Hybrid_Child
1009,Kingdom Hearts II,キングダムハーツⅡ,https://myanimelist.net/manga/398/Kingdom_Hearts_II
1010,Tomie,富江,https://myanimelist.net/manga/912/Tomie
1011,Elfen Lied,エルフェンリート,https://myanimelist.net/manga/933/Elfen_Lied
1012,Higurashi no Naku Koro ni: Onisarashi-hen,ひぐらしのなく頃に 鬼曝し編,https://myanimelist.net/manga/1264/Higurashi_no_Naku_Koro_ni__Onisarashi-hen
1013,Yankee-kun to Megane-chan,ヤンキー君とメガネちゃん,https://myanimelist.net/manga/3537/Yankee-kun_to_Megane-chan
1014,Asterisk,アスタリスク,https://myanimelist.net/manga/3737/Asterisk
1015,Franken Fran,フランケン・ふらん,https://myanimelist.net/manga/5806/Franken_Fran
1016,Red,RED,https://myanimelist.net/manga/12713/Red
1017,Medaka Box,めだかボックス,https://myanimelist.net/manga/13949/Medaka_Box
1018,Kindaichi Shounen no Jikenbo: Case Series,金田一少年の事件簿 Caseシリーズ,https://myanimelist.net/manga/17149/Kindaichi_Shounen_no_Jikenbo__Case_Series
1019,Love Hina,ラブひな,https://myanimelist.net/manga/16/Love_Hina
1020,Alive: Saishuu Shinkateki Shounen,アライブ 最終進化的少年,https://myanimelist.net/manga/219/Alive__Saishuu_Shinkateki_Shounen
1021,Switch,switch [ スイッチ ],https://myanimelist.net/manga/1351/Switch
1022,Tegamibachi,テガミバチ,https://myanimelist.net/manga/1709/Tegamibachi
1023,Nanairo Sekai,ナナイロセカイ,https://myanimelist.net/manga/3276/Nanairo_Sekai
1024,Shinobi Life,シノビライフ,https://myanimelist.net/manga/3565/Shinobi_Life
1025,Jormungand,ヨルムンガンド,https://myanimelist.net/manga/4611/Jormungand
1026,Persona 4,ペルソナ4,https://myanimelist.net/manga/10580/Persona_4
1027,Monokuro Shounen Shoujo,モノクロ少年少女,https://myanimelist.net/manga/11782/Monokuro_Shounen_Shoujo
1028,Hapi Mari: Happy Marriage!?,はぴまり〜Happy Marriage!?〜,https://myanimelist.net/manga/12888/Hapi_Mari__Happy_Marriage
1029,K-On!,けいおん!,https://myanimelist.net/manga/13001/K-On
1030,Yumekui Merry,夢喰いメリー,https://myanimelist.net/manga/14065/Yumekui_Merry
1031,Kenji,拳児,https://myanimelist.net/manga/15426/Kenji
1032,Fate/Zero,Fate/Zero,https://myanimelist.net/manga/25191/Fate_Zero
1033,Bonnouji,煩悩寺,https://myanimelist.net/manga/28226/Bonnouji
1034,Tonari no Neko to Koi Shirazu,となりの猫と恋知らず,https://myanimelist.net/manga/165770/Tonari_no_Neko_to_Koi_Shirazu
1035,Bambi to Dhole,バンビとドール,https://myanimelist.net/manga/54663/Bambi_to_Dhole
1036,Rikudou,リクドウ,https://myanimelist.net/manga/78477/Rikudou
1037,Ginga no Shinanai Kodomotachi e,銀河の死なない子供たちへ,https://myanimelist.net/manga/115230/Ginga_no_Shinanai_Kodomotachi_e
1038,Uchi no Musuko wa Tabun Gay,うちの息子はたぶんゲイ,https://myanimelist.net/manga/122880/Uchi_no_Musuko_wa_Tabun_Gay
1039,Ore ga Watashi ni Naru made,オレが私になるまで,https://myanimelist.net/manga/125699/Ore_ga_Watashi_ni_Naru_made
1040,Monotone Blue,モノトーン・ブルー,https://myanimelist.net/manga/132923/Monotone_Blue
1041,Exorcist wo Otosenai,エクソシストを堕とせない,https://myanimelist.net/manga/142629/Exorcist_wo_Otosenai
1042,"Mikadono Sanshimai wa Angai, Choroi.",帝乃三姉妹は案外、チョロい。,https://myanimelist.net/manga/142649/Mikadono_Sanshimai_wa_Angai_Choroi
1043,Koiseyo Mayakashi Tenshi-domo,恋せよまやかし天使ども,https://myanimelist.net/manga/158351/Koiseyo_Mayakashi_Tenshi-domo
1044,Kami no Fune de Nemuru,紙の舟で眠る,https://myanimelist.net/manga/162183/Kami_no_Fune_de_Nemuru
1045,Ignat no Hanayome,イグナートの花嫁,https://myanimelist.net/manga/165489/Ignat_no_Hanayome
1046,Enen no Shouboutai,炎炎ノ消防隊,https://myanimelist.net/manga/91037/Enen_no_Shouboutai
1047,Charlotte,Charlotte,https://myanimelist.net/manga/91913/Charlotte
1048,Poputepipikku,ポプテピピック,https://myanimelist.net/manga/95016/Poputepipikku
1049,Ayakashi Ko,あやかしこ,https://myanimelist.net/manga/95377/Ayakashi_Ko
1050,Melancholia,メランコリア,https://myanimelist.net/manga/103803/Melancholia
